"1","9cc354eb35e337c2","37.4824336","126.9944398","대한민국","서울특별시","서초구","방배1동","921-29#37.4825058#126.9944398"
"3","5676bbe33a8c6da6","37.3725896","127.2509782","대한민국","경기도","광주시","오포읍","NA"
"7","b4cbed9ee1d76963","35.8788055","128.5659513","NA","NA","NA","NA","NA"
"8","42373b9e3dec967e","37.4911875","126.9691767","대한민국","서울특별시","동작구","사당로23아길","NA"
"9","c56a35ef5a3f4d87","37.5310597","126.6508617","대한민국","인천광역시","서구","청라동","NA"
"10","bcca21cad93e138c","35.6896549","128.4678656","대한민국","대구광역시","달성군","유가면","NA"
"12","b1d89c4504b268c0","35.8545281","128.6543358","대한민국","대구광역시","수성구","만촌3동","NA"
"19","72016fd38b632ede","35.2147128","129.0124087","대한민국","부산광역시","북구","만덕대로77번길","NA"
"21","87ff5af06d6a27a1","36.9888707","127.1390928","대한민국","경기도","안성시","공도읍","NA"
"25","9a690077d910274d","36.1948565","127.7869893","대한민국","충청북도","영동군","영동읍","NA"
"38","d0f093ce25604734","36.6208126","127.4497986","NA","NA","NA","NA","NA"
"42","b9475fce9ba7ebe5","37.1979716","126.8173927","NA","NA","NA","NA","NA"
"43","324f6e6b2cc379bf","37.3728669","126.9360938","NA","NA","NA","NA","NA"
"57","80d2ed8a226d5cda","37.4351489","127.1407057","NA","NA","NA","NA","NA"
"60","36025805974d0b0e","36.9948963","126.8357833","NA","NA","NA","NA","NA"
"68","194d624af4948e58","37.5440245","127.1026115","NA","NA","NA","NA","NA"
"70","c2d34b9fcfac9ead","35.8320471","127.1684845","NA","NA","NA","NA","NA"
"75","8386f5c2a5120b7","35.1503248","128.6965421","NA","NA","NA","NA","NA"
"76","7eb45d488732ef29","37.7100471","127.1998647","대한민국","경기도","남양주시","오남읍","NA"
"79","acde855b186ab913","36.6572444","127.4667641","대한민국","충청북도","청주시","흥덕구","NA"
"82","2a2ea72eefa8db22","36.636595718837874","127.42719855476224","대한민국","충청북도","청주시","흥덕구","NA"
"86","3d57dad18b0fccc3","35.834399","127.1036584","","","","","NA"
"87","4b94f3f8bc7c1046","35.6321549","129.3490336","대한민국","울산광역시","북구","신천동","NA"
"88","b83e03ce27f2f7d7","37.6401596","127.0239518","NA","NA","NA","NA","NA"
"89","f232c15c17bad8a9","35.0990238","128.8072659","대한민국","경상남도","창원시","진해구","NA"
"90","83c7a6ee49674c40","36.7172027","127.4185068","NA","NA","NA","NA","NA"
"104","997a456d7afd6113","36.8111831","127.131928","NA","NA","NA","NA","NA"
"106","844a9623e92c0fc2","37.2003243","126.9902673","NA","NA","NA","NA","NA"
"109","e455c6bcf289db0d","35.1349894","129.0574471","NA","NA","NA","NA","NA"
"117","35dd0cdf430012f8","37.5541274","127.1846775","NA","NA","NA","NA","NA"
"118","c0d360e8c95400d7","35.6422187","128.742288","NA","NA","NA","NA","NA"
"122","ade3cc33f8d8c3fc","37.7585435","127.0342471","대한민국","경기도","의정부시","녹양동","NA"
"124","24500cd346898af0","36.7730642","126.9982866","NA","NA","NA","NA","NA"
"126","3504285eacb493f2","35.2143323","128.6942268","NA","NA","NA","NA","NA"
"128","97ebc6f76223e9dd","37.8899683","127.06356","NA","NA","NA","NA","NA"
"133","83bf6c37e904e397","37.6432007","127.0127732","대한민국","서울특별시","강북구","인수동","NA"
"134","be5c1af8748b0e30","35.1554295","128.7005344","NA","NA","NA","NA","NA"
"137","313424db4ee31721","37.3391934","126.8159009","대한민국","경기도","안산시","단원구","NA"
"140","5820156d7cc9b193","37.6171389","126.9048596","NA","NA","NA","NA","NA"
"143","7a9624e07f88ee8c","37.5281762","126.8219573","대한민국","경기도","부천시","오정구","NA"
"146","9f74df67218cb7d7","37.5049985","127.0147474","NA","NA","NA","NA","NA"
"147","9e46bcfd14da2127","37.3580099","126.9700922","NA","NA","NA","NA","NA"
"149","103fa32cfba5e26c","36.64366752","127.47400758","NA","NA","NA","NA","NA"
"155","e8b24fc025ee3e31","35.2045741","129.117396","NA","NA","NA","NA","NA"
"160","12accfdb1900670c","35.2302907","128.6735158","대한민국","경상남도","창원시","성산구","NA"
"161","96bc759fb9fb01ae","37.5625129","126.9397061","","","","","NA"
"166","50ac67f4e8ba85f7","36.7730462","126.4400001","NA","NA","NA","NA","NA"
"185","b71863c7bd326823","35.9815816","126.6777305","대한민국","전라북도","군산시","해망로","NA"
"195","e91ef7989117c970","37.4522343","126.8886183","NA","NA","NA","NA","NA"
"196","8f0d92c0397f51af","37.6929025","126.8656429","NA","NA","NA","NA","NA"
"197","492fa5770b90dc3e","35.645297","129.3460958","NA","NA","NA","NA","NA"
"201","2654502c9554039b","34.9732252","127.609509","NA","NA","NA","NA","NA"
"202","8e4c4cc10a6332d","36.3030579","127.3499187","NA","NA","NA","NA","NA"
"205","62cd59693bee012f","35.2343894","128.8813721","NA","NA","NA","NA","NA"
"206","a88f304185cf9ca5","37.4836828","126.8188153","NA","NA","NA","NA","NA"
"209","71f8b4bfb30b6dec","37.17489676","127.0441147","NA","NA","NA","NA","NA"
"221","cf176a100eedcf8d","36.5724229","128.7207112","NA","NA","NA","NA","NA"
"225","fd27e4701b6dd387","35.79550112","127.08777425","NA","NA","NA","NA","NA"
"226","34680a46af4a7e69","37.5716117","126.9730807","NA","NA","NA","NA","NA"
"227","62bb22a6c701b505","35.1484634","126.8407122","대한민국","광주광역시","서구","치평동","NA"
"234","7b05bdfb2c614523","35.1632626","129.1745613","NA","NA","NA","NA","NA"
"235","7d0bf95b96f7ad86","37.6675939","127.0318567","대한민국","서울특별시","도봉구","방학2동","NA"
"237","22785712254c35e0","35.3225045","128.5823254","NA","NA","NA","NA","NA"
"238","56691372edc70322","35.1578327","129.0391742","NA","NA","NA","NA","NA"
"247","c204f252c719ca8b","37.2476984","127.0652175","NA","NA","NA","NA","NA"
"256","fab9e1c60e551fa1","36.0109799","128.0027836","NA","NA","NA","NA","NA"
"260","a317e3374eab3af7","35.2383594","128.8574972","NA","NA","NA","NA","NA"
"263","cefde74c0fdbda48","34.8265522","128.4182033","NA","NA","NA","NA","NA"
"264","10ab9d2e0e16038","37.4837032","127.0820268","NA","NA","NA","NA","NA"
"267","eaf356ea88484617","35.1028215","128.9699068","NA","NA","NA","NA","NA"
"269","b506dcdd043d758e","37.4086133","126.7124025","대한민국","인천광역시","남동구","논현2동","NA"
"270","d422c723aa141e27","37.7591326","127.0378933","NA","NA","NA","NA","NA"
"271","5ed5bcdca0cacfe4","35.247264","128.8770301","NA","NA","NA","NA","NA"
"274","647aaed0a68d369f","37.4367061","129.1468939","NA","NA","NA","NA","NA"
"281","b21727454102b4f2","37.31390524136853","126.82579807740518","NA","NA","NA","NA","NA"
"284","887999c01854215b","36.8812844","126.758021","NA","NA","NA","NA","NA"
"288","f16b0c9984fbf498","37.5470761","127.132675","대한민국","서울특별시","강동구","천호2동","NA"
"290","26a845ff0d5b73bc","37.1547581","127.0804029","대한민국","경기도","오산시","운천로","NA"
"292","149b91bc8156c4e9","37.4899688","126.8779866","NA","NA","NA","NA","NA"
"294","aeccad5e90afd80f","35.914206","128.232761","NA","NA","NA","NA","NA"
"297","240de4577cba73bc","38.1647059","128.5381291","NA","NA","NA","NA","NA"
"298","75a156ee2b24e5ce","37.5208848","127.0475518","NA","NA","NA","NA","NA"
"300","c1a573c395beca47","37.6023483","127.0866688","NA","NA","NA","NA","NA"
"307","d6fcfe718e5f223b","36.3934961","128.1507057","NA","NA","NA","NA","NA"
"315","6e1b8ba5d681fa6d","37.5702301","126.8484292","NA","NA","NA","NA","NA"
"320","163019f9887343bd","37.5525484","126.8729125","대한민국","서울특별시","강서구","염창동","NA"
"321","920db668dbd9f9cf","37.4981118","126.9510435","대한민국","서울특별시","동작구","상도1동","NA"
"322","a0e2608fa7a66957","37.3330927","127.120151","NA","NA","NA","NA","NA"
"327","13f9b77f30395c10","35.8447283","128.5693863","NA","NA","NA","NA","NA"
"339","6c14c5466371dcdd","37.2536998","127.0278685","NA","NA","NA","NA","NA"
"344","d7ed05879b96d78a","37.3716082","126.9381247","NA","NA","NA","NA","NA"
"361","d660ff8aa534ca64","37.4894486","126.8941074","NA","NA","NA","NA","NA"
"364","15274d275fad8da1","35.9030297","128.5144797","NA","NA","NA","NA","NA"
"368","9084734502917f86","36.7337469","127.4487662","NA","NA","NA","NA","NA"
"371","51b9d12ebf1893ac","35.983914","127.1176686","NA","NA","NA","NA","NA"
"373","54c2abe146d68e88","34.7714562","127.6495299","NA","NA","NA","NA","NA"
"374","3443d8e2cd08b25e","35.2268728","128.5755264","NA","NA","NA","NA","NA"
"380","135a0247f0b4f3b9","34.63904528","128.23308616","NA","NA","NA","NA","NA"
"381","db3522b85a430ee3","34.8114996","126.3823347","NA","NA","NA","NA","NA"
"412","d79b79d6be2b532c","36.7798597","127.1403141","NA","NA","NA","NA","NA"
"414","d524f3a6f5a13c6d","37.4031111","126.7119285","NA","NA","NA","NA","NA"
"422","7aaab41b41c77134","37.50663329999999","126.8918477","대한민국","서울특별시","구로구","구로5동","NA"
"425","f0e5399616ac45fd","36.3859469","127.4841388","NA","NA","NA","NA","NA"
"429","c761f9fccf93d038","37.48868315","126.97723842","NA","NA","NA","NA","NA"
"433","e607204c7786a98f","34.8136586","126.3852443","NA","NA","NA","NA","NA"
"434","eee171312b8f8463","36.7058672","127.5087527","NA","NA","NA","NA","NA"
"436","272fc7c1d4cf3c65","33.5101418","126.5392106","NA","NA","NA","NA","NA"
"437","f44ac43f0778bade","35.3337778","129.028547","NA","NA","NA","NA","NA"
"445","e42ce76c9d7d797c","37.3424813","126.7862406","NA","NA","NA","NA","NA"
"447","af19cbe0a6331f9f","35.110473","129.1091968","대한민국","부산광역시","남구","용호4동","NA"
"450","4b9f4f0359260b48","37.6697323","126.7584049","NA","NA","NA","NA","NA"
"451","f42cf0921c81fbf5","36.61775036","127.47680436","NA","NA","NA","NA","NA"
"454","395ee94db6865d45","35.5794214","129.3396826","NA","NA","NA","NA","NA"
"455","8e0f273caf744398","35.0499306","128.9688856","대한민국","부산광역시","사하구","다대1동","NA"
"456","ff4f150baa1bf9af","35.1851064","126.8968223","대한민국","광주광역시","북구","용봉동","NA"
"460","ecbd7e0d6cb3571e","36.0241993","129.343523","대한민국","경상북도","포항시","남구","NA"
"467","641becfd7a093819","37.4867558","126.906905","대한민국","서울특별시","동작구","신대방1동","NA"
"468","a6ed91e4b5df2884","35.1606131","129.1777168","NA","NA","NA","NA","NA"
"472","4119aeba4db780a3","35.6378928","129.3394305","NA","NA","NA","NA","NA"
"474","d0211b0ed7757088","37.3056532","126.8326596","NA","NA","NA","NA","NA"
"478","d0802f613b9227ba","35.81143084","128.54654692","NA","NA","NA","NA","NA"
"481","f57ca8f4aee01e8e","37.3924169","127.234641","대한민국","경기도","광주시","장지동","NA"
"487","e53ac92b2b582f3f","37.5552221","127.0149253","NA","NA","NA","NA","NA"
"488","9863f18f2f6c36e3","37.53672","126.6568013","NA","NA","NA","NA","NA"
"489","46f47d2093940670","37.5038686","127.0840908","대한민국","서울특별시","송파구","잠실동","NA"
"490","6c3805713c6af0a4","37.4550635","126.7085038","대한민국","인천광역시","남동구","구월2동","NA"
"493","b383b53a66c4d2b","37.4504183","127.1727102","대한민국","경기도","성남시","중원구","NA"
"495","d6e864db620a7158","36.8149615","127.1377541","NA","NA","NA","NA","NA"
"496","a41182f801e5e37a","37.8784944","127.765244","대한민국","강원도","춘천시","동면","NA"
"501","babe7010b0f4428d","36.9017833","126.6454017","NA","NA","NA","NA","NA"
"510","ed4ef5237d9496bd","37.5183566","126.8712313","","","","","NA"
"511","128740e151345194","37.6498753","127.074463","NA","NA","NA","NA","NA"
"517","82187cb91d371876","36.615085","127.2831502","NA","NA","NA","NA","NA"
"521","dccad14cbc81e6fb","37.7953734","127.1013544","NA","NA","NA","NA","NA"
"523","bc4ece7cf132e7f","37.7006193","126.9005472","NA","NA","NA","NA","NA"
"524","b1d4b305f072fc70","36.9662261","127.9380977","NA","NA","NA","NA","NA"
"527","bc9094f15e2ba7ac","35.0989057","128.9184842","대한민국","부산광역시","강서구","명지동","NA"
"530","86e569964cd3761f","37.7122522","127.1902982","NA","NA","NA","NA","NA"
"531","369d5eb4ce884bdd","37.55590985447381","126.98248103591636","NA","NA","NA","NA","NA"
"536","d8ce75d39f19a1c1","37.5425152","126.8407958","NA","NA","NA","NA","NA"
"538","db20853f810a4ad2","34.8714983","128.6900844","대한민국","경상남도","거제시","아주동","NA"
"539","50a2dd5ed1d73f84","37.5535344","127.1348553","NA","NA","NA","NA","NA"
"541","f848fbae1a476652","37.5394911","127.0842584","대한민국","서울특별시","광진구","구의1동","NA"
"545","985c6cb4f3ba2520","36.8912229","126.6323756","대한민국","충청남도","당진시","읍내동","NA"
"550","91ccd54cda389d1b","35.197189","126.875471","NA","NA","NA","NA","NA"
"553","a5a8302a37d41852","36.8203644","127.1248842","NA","NA","NA","NA","NA"
"565","22798116143a4ef8","37.6814126","127.0447618","NA","NA","NA","NA","NA"
"572","bece26f7accc2f4b","37.289061","127.0121247","대한민국","경기도","수원시","장안구","NA"
"573","e802884766b58049","35.8319536","128.7366508","","","","","NA"
"579","e6f0f1678538a2c1","37.5198573","126.7970932","NA","NA","NA","NA","NA"
"587","1e68fcffb7178d56","35.2011067","126.8387914","대한민국","광주광역시","광산구","수완동","NA"
"592","4c43053ff718ec30","37.4163634","127.123785","NA","NA","NA","NA","NA"
"594","467b49172ec87adf","35.2104556","129.0237276","대한민국","부산광역시","북구","만덕3동","NA"
"606","28ff99788bc933a8","37.3076284","126.8122006","NA","NA","NA","NA","NA"
"607","18d9abb885ade317","37.4836357","126.8162374","대한민국","경기도","부천시","소사구","NA"
"623","b16939a4eec1520d","36.3195998","127.4010667","NA","NA","NA","NA","NA"
"631","f53ddca449658d8","35.1999032","128.5696319","NA","NA","NA","NA","NA"
"633","78a370747c4637f6","37.6122438","127.1336054","NA","NA","NA","NA","NA"
"637","2139b9da0dc31683","35.3224656","129.1790464","NA","NA","NA","NA","NA"
"638","8797b4bc19812d3f","35.8391785","127.1557988","대한민국","전라북도","전주시","덕진구","NA"
"660","da1c2fd51872378c","37.6166201","126.8452531","대한민국","경기도","고양시","덕양구","NA"
"663","285435e3ab5bfb78","36.0303902","129.3474129","대한민국","경상북도","포항시","북구","NA"
"674","9bab528947352a45","36.3269446","127.4239429","대한민국","대전광역시","중구","대흥동","NA"
"679","77004f07b640eadd","35.1368876","129.0645229","대한민국","부산광역시","동구","범일5동","NA"
"698","d1595b526ad39852","35.5276454","129.2857531","대한민국","울산광역시","남구","옥동","NA"
"699","9ee8fff31470c9f3","37.2942584","126.85277849999999","대한민국","경기도","안산시","상록구","NA"
"707","31316659b61a544e","35.8706029","128.5711335","대한민국","대구광역시","서구","비산4동","NA"
"727","b0faedb07d202047","36.630125","127.5175307","NA","NA","NA","NA","NA"
"732","d374bb008c5127ee","36.6261734","127.4427059","NA","NA","NA","NA","NA"
"743","7bf68819db802952","37.4407539","127.143181","대한민국","경기도","성남시","수정구","NA"
"744","a73c919e026aa079","36.80174","127.1139898","NA","NA","NA","NA","NA"
"745","97d1af4a8fca9491","35.8111018","128.5081084","대한민국","대구광역시","달성군","화원읍","NA"
"748","3004a40e473bcd5a","37.5964684","127.0324463","NA","NA","NA","NA","NA"
"751","2232ee08205e35a9","37.5118609","126.7081484","대한민국","인천광역시","부평구","청천2동","NA"
"755","ffcdd250bf6d8ead","37.5062955","126.8909717","대한민국","서울특별시","구로구","구로5동","NA"
"763","6c0946547768676e","37.610245","127.1558195","NA","NA","NA","NA","NA"
"765","ed2b13e183c09106","37.4784648","126.9398718","NA","NA","NA","NA","NA"
"766","a0c0102e27f2632b","37.5248613","129.1074072","대한민국","강원도","동해시","천곡동","NA"
"769","11c736dae1edc971","37.5453522","127.0604348","NA","NA","NA","NA","NA"
"771","7948568afdbb956a","35.8651076","127.1328378","NA","NA","NA","NA","NA"
"772","63f6bd52bf69846d","37.4639858","127.036745","대한민국","서울특별시","서초구","양재2동","NA"
"773","7eeb63068678c3b0","37.5705983","126.8481054","NA","NA","NA","NA","NA"
"777","4190c3ba132c5708","37.5479117","126.8756132","NA","NA","NA","NA","NA"
"780","918075f9dadb976b","36.8060159","126.7731667","대한민국","충청남도","당진시","합덕읍","NA"
"781","5fc9fdd1e8dd14d8","36.5933623","127.2961599","대한민국","충청남도","연기군","조치원읍","NA"
"789","edc1cc19fef2fbd7","37.4626791","127.1284033","NA","NA","NA","NA","NA"
"797","899df0786d789da4","37.4271103","127.2547827","","","","","NA"
"799","e3380fa62d123e3d","35.2673543","128.5275217","NA","NA","NA","NA","NA"
"802","bed2b1a58e8b199f","35.0769319","128.9653383","대한민국","부산광역시","사하구","하신중앙로","NA"
"815","44f565e2f45ecfd8","37.4577036","126.7332784","NA","NA","NA","NA","NA"
"818","93b4afd237ad5ecd","35.8053842","127.1297123","대한민국","전라북도","전주시","완산구","NA"
"821","d1d9cdadf3360754","35.5412307","129.4322427","NA","NA","NA","NA","NA"
"830","8a9757f36b202a38","37.5587358","126.9115838","NA","NA","NA","NA","NA"
"845","f1ec8010654cc245","37.3582741","126.9471342","NA","NA","NA","NA","NA"
"846","2339a168edc67ffb","36.78323119330047","127.15195584360524","대한민국","충청남도","천안시","동남구","NA"
"851","98c3ca1238cdc195","37.7399464","127.1991259","NA","NA","NA","NA","NA"
"854","aa5c3697b91338c0","36.7890198","127.5718736","대한민국","충청북도","증평군","증평읍","NA"
"855","72e056000a88f2a6","34.6613873","127.3518062","NA","NA","NA","NA","NA"
"860","96de541d3631a334","36.8813067","126.6324653","NA","NA","NA","NA","NA"
"866","d768fc6ec39595bb","37.55705943840417","127.15452909739305","NA","NA","NA","NA","NA"
"875","7ee8c9fa1d33e7d","37.5583784","126.7571615","대한민국","인천광역시","계양구","동양로","NA"
"881","309bfee81b26f058","37.0157894","127.2607888","NA","NA","NA","NA","NA"
"884","e40861ed871655cf","37.8060661","126.9734578","대한민국","경기도","양주시","백석읍","NA"
"891","65d5d470e513bfb0","35.175641","126.8225706","대한민국","광주광역시","광산구","운남동","NA"
"892","c391ff29a931384a","35.8838413","128.8222614","대한민국","경상북도","경산시","진량읍","NA"
"897","e9c6fe04b86301da","36.0793607","128.4117584","NA","NA","NA","NA","NA"
"898","7a327306dda47faf","37.5256483","126.8851835","대한민국","서울특별시","영등포구","양평1동","NA"
"900","5f2b768b2adab13a","36.1238062","128.3386362","NA","NA","NA","NA","NA"
"903","a1a1e76d9d8f246f","37.3222116","127.4349718","NA","NA","NA","NA","NA"
"911","d372eadec9775930","36.3064646","127.3871214","NA","NA","NA","NA","NA"
"912","2ef0ee950b78b942","35.93275089424713","128.9436512813009","NA","NA","NA","NA","NA"
"914","2b22448dc9044df5","37.4896318","127.4898825","NA","NA","NA","NA","NA"
"920","97d940da01c8b477","37.5104591","126.9505874","NA","NA","NA","NA","NA"
"923","dd9626ee542ea4ab","37.4848802","126.7702427","NA","NA","NA","NA","NA"
"930","4305626d1e69f028","35.1953307","128.8023433","NA","NA","NA","NA","NA"
"931","e2ff4666c0d857e0","37.3908921","126.9617052","대한민국","경기도","안양시","동안구","NA"
"932","d21e2b523a4da7ca","37.4951874","126.7335452","대한민국","인천광역시","부평구","부개2동","NA"
"933","2d13ae33df09576f","37.5057616","126.7518281","NA","NA","NA","NA","NA"
"935","72f7329c1e9d3f0d","35.2545194","129.085981","NA","NA","NA","NA","NA"
"936","3588d25e374ccfc1","37.3544661","126.9345572","대한민국","경기도","군포시","재궁동","NA"
"938","d7fec45e9a9f4680","37.8675174","127.7159885","NA","NA","NA","NA","NA"
"941","4b6e41db215f6b7d","35.2127336","126.8344892","","","","","NA"
"946","a3fdee31aa21449f","37.3064699","126.9685321","NA","NA","NA","NA","NA"
"950","3910aaf42dcb0d3c","36.986991","127.1140107","NA","NA","NA","NA","NA"
"952","4151ffe59b50cb43","37.2410096","127.0633795","NA","NA","NA","NA","NA"
"954","727ee26e0b61853c","35.5231236","129.4262133","대한민국","울산광역시","동구","남목2동","NA"
